Datetime,PJME_MW
2010-01-05 08:00:00,40938.0
2010-01-05 09:00:00,40591.0
2010-01-05 10:00:00,40206.0
2010-01-05 11:00:00,39867.0
2010-01-05 12:00:00,39221.0
2010-01-05 13:00:00,38768.0
2010-01-05 14:00:00,38428.0
2010-01-05 15:00:00,38170.0
2010-01-05 16:00:00,38536.0
2010-01-05 17:00:00,40146.0
2010-01-05 18:00:00,43208.0
2010-01-05 19:00:00,43393.0
2010-01-05 20:00:00,42841.0
2010-01-05 21:00:00,41945.0
2010-01-05 22:00:00,40030.0
2010-01-05 23:00:00,37067.0
2010-01-06 00:00:00,34380.0
2010-01-06 01:00:00,32595.0
2010-01-06 02:00:00,31603.0
2010-01-06 03:00:00,31237.0
2010-01-06 04:00:00,31249.0
2010-01-06 05:00:00,31981.0
2010-01-06 06:00:00,34168.0
2010-01-06 07:00:00,38007.0
2010-01-06 08:00:00,40152.0
2010-01-06 09:00:00,39934.0
2010-01-06 10:00:00,39699.0
2010-01-06 11:00:00,39562.0
2010-01-06 12:00:00,39310.0
2010-01-06 13:00:00,38766.0
2010-01-06 14:00:00,38328.0
2010-01-06 15:00:00,37747.0
2010-01-06 16:00:00,37830.0
2010-01-06 17:00:00,39275.0
2010-01-06 18:00:00,42344.0
2010-01-06 19:00:00,42612.0
2010-01-06 20:00:00,42086.0
2010-01-06 21:00:00,41176.0
2010-01-06 22:00:00,39349.0
2010-01-06 23:00:00,36622.0
2010-01-07 00:00:00,34097.0
2010-01-07 01:00:00,32194.0
2010-01-07 02:00:00,31254.0
2010-01-07 03:00:00,30894.0
2010-01-07 04:00:00,30937.0
2010-01-07 05:00:00,31660.0
2010-01-07 06:00:00,33958.0
2010-01-07 07:00:00,37827.0
2010-01-07 08:00:00,39738.0
2010-01-07 09:00:00,39194.0
2010-01-07 10:00:00,38456.0
2010-01-07 11:00:00,38075.0
2010-01-07 12:00:00,37494.0
2010-01-07 13:00:00,36880.0
2010-01-07 14:00:00,36391.0
2010-01-07 15:00:00,35930.0
2010-01-07 16:00:00,36006.0
2010-01-07 17:00:00,37443.0
2010-01-07 18:00:00,40813.0
2010-01-07 19:00:00,41262.0
2010-01-07 20:00:00,40846.0
2010-01-07 21:00:00,40059.0
2010-01-07 22:00:00,38184.0
2010-01-07 23:00:00,35544.0
2010-01-08 00:00:00,33050.0
2010-01-08 01:00:00,31334.0
2010-01-08 02:00:00,30447.0
2010-01-08 03:00:00,30098.0
2010-01-08 04:00:00,30221.0
2010-01-08 05:00:00,30959.0
2010-01-08 06:00:00,33013.0
2010-01-08 07:00:00,36280.0
2010-01-08 08:00:00,38383.0
2010-01-08 09:00:00,38875.0
2010-01-08 10:00:00,38708.0
2010-01-08 11:00:00,38764.0
2010-01-08 12:00:00,38738.0
2010-01-08 13:00:00,38573.0
2010-01-08 14:00:00,38237.0
2010-01-08 15:00:00,37826.0
2010-01-08 16:00:00,37847.0
2010-01-08 17:00:00,39262.0
2010-01-08 18:00:00,42380.0
2010-01-08 19:00:00,42572.0
2010-01-08 20:00:00,41948.0
2010-01-08 21:00:00,41126.0
2010-01-08 22:00:00,39647.0
2010-01-08 23:00:00,37520.0
2010-01-09 00:00:00,35363.0
2010-01-09 01:00:00,33700.0
2010-01-09 02:00:00,32636.0
2010-01-09 03:00:00,32054.0
2010-01-09 04:00:00,31946.0
2010-01-09 05:00:00,32208.0
2010-01-09 06:00:00,33033.0
2010-01-09 07:00:00,34404.0
2010-01-09 08:00:00,35675.0
2010-01-09 09:00:00,36860.0
2010-01-09 10:00:00,37544.0
2010-01-09 11:00:00,37543.0
2010-01-09 12:00:00,37015.0
2010-01-09 13:00:00,36191.0
2010-01-09 14:00:00,35285.0
2010-01-09 15:00:00,34773.0
2010-01-09 16:00:00,34809.0
2010-01-09 17:00:00,36278.0
2010-01-09 18:00:00,39493.0
2010-01-09 19:00:00,40183.0
2010-01-09 20:00:00,39901.0
2010-01-09 21:00:00,39347.0
2010-01-09 22:00:00,38332.0
2010-01-09 23:00:00,36927.0
2010-01-10 00:00:00,35292.0
2010-01-10 01:00:00,33942.0
2010-01-10 02:00:00,33062.0
2010-01-10 03:00:00,32713.0
2010-01-10 04:00:00,32685.0
2010-01-10 05:00:00,33003.0
2010-01-10 06:00:00,33824.0
2010-01-10 07:00:00,35034.0
2010-01-10 08:00:00,36078.0
2010-01-10 09:00:00,36968.0
2010-01-10 10:00:00,37349.0
2010-01-10 11:00:00,37230.0
2010-01-10 12:00:00,36715.0
2010-01-10 13:00:00,36175.0
2010-01-10 14:00:00,35546.0
2010-01-10 15:00:00,35047.0
2010-01-10 16:00:00,35080.0
2010-01-10 17:00:00,36685.0
2010-01-10 18:00:00,40193.0
2010-01-10 19:00:00,41035.0
2010-01-10 20:00:00,40784.0
2010-01-10 21:00:00,40352.0
2010-01-10 22:00:00,38863.0
2010-01-10 23:00:00,36803.0
2010-01-11 00:00:00,34756.0
2010-01-11 01:00:00,33354.0
2010-01-11 02:00:00,32803.0
2010-01-11 03:00:00,32627.0
2010-01-11 04:00:00,32924.0
2010-01-11 05:00:00,33835.0
2010-01-11 06:00:00,36411.0
2010-01-11 07:00:00,40580.0
2010-01-11 08:00:00,42498.0
2010-01-11 09:00:00,41806.0
2010-01-11 10:00:00,41101.0
2010-01-11 11:00:00,40446.0
2010-01-11 12:00:00,39686.0
2010-01-11 13:00:00,38851.0
2010-01-11 14:00:00,38161.0
2010-01-11 15:00:00,37504.0
2010-01-11 16:00:00,37609.0
2010-01-11 17:00:00,39230.0
2010-01-11 18:00:00,42234.0
2010-01-11 19:00:00,42462.0
2010-01-11 20:00:00,41873.0
2010-01-11 21:00:00,40827.0
2010-01-11 22:00:00,38775.0
2010-01-11 23:00:00,36015.0
2010-01-12 00:00:00,33442.0
2010-01-12 01:00:00,31774.0
2010-01-12 02:00:00,30912.0
2010-01-12 03:00:00,30583.0
2010-01-12 04:00:00,30680.0
2010-01-12 05:00:00,31520.0
2010-01-12 06:00:00,33829.0
2010-01-12 07:00:00,37874.0
2010-01-12 08:00:00,40021.0
2010-01-12 09:00:00,39833.0
2010-01-12 10:00:00,39516.0
2010-01-12 11:00:00,39210.0
2010-01-12 12:00:00,38687.0
2010-01-12 13:00:00,38107.0
2010-01-12 14:00:00,37593.0
2010-01-12 15:00:00,37027.0
2010-01-12 16:00:00,37046.0
2010-01-12 17:00:00,38601.0
2010-01-12 18:00:00,41977.0
2010-01-12 19:00:00,42552.0
2010-01-12 20:00:00,42166.0
2010-01-12 21:00:00,41214.0
2010-01-12 22:00:00,39441.0
2010-01-12 23:00:00,36899.0
2010-01-13 00:00:00,34360.0
2010-01-13 01:00:00,32687.0
2010-01-13 02:00:00,31830.0
2010-01-13 03:00:00,31526.0
2010-01-13 04:00:00,31619.0
2010-01-13 05:00:00,32415.0
2010-01-13 06:00:00,34645.0
2010-01-13 07:00:00,38593.0
2010-01-13 08:00:00,40543.0
2010-01-13 09:00:00,40127.0
2010-01-13 10:00:00,39590.0
2010-01-13 11:00:00,39235.0
2010-01-13 12:00:00,38793.0
2010-01-13 13:00:00,38065.0
2010-01-13 14:00:00,37393.0
2010-01-13 15:00:00,36698.0
2010-01-13 16:00:00,36512.0
2010-01-13 17:00:00,37725.0
2010-01-13 18:00:00,40667.0
2010-01-13 19:00:00,41215.0
2010-01-13 20:00:00,40800.0
2010-01-13 21:00:00,39961.0
2010-01-13 22:00:00,38269.0
2010-01-13 23:00:00,35777.0
2010-01-14 00:00:00,33247.0
2010-01-14 01:00:00,31748.0
2010-01-14 02:00:00,30971.0
2010-01-14 03:00:00,30809.0
2010-01-14 04:00:00,31045.0
2010-01-14 05:00:00,31945.0
2010-01-14 06:00:00,34363.0
2010-01-14 07:00:00,38477.0
2010-01-14 08:00:00,40414.0
2010-01-14 09:00:00,39662.0
2010-01-14 10:00:00,38409.0
2010-01-14 11:00:00,37388.0
2010-01-14 12:00:00,36381.0
2010-01-14 13:00:00,35417.0
2010-01-14 14:00:00,34750.0
2010-01-14 15:00:00,34163.0
2010-01-14 16:00:00,34017.0
2010-01-14 17:00:00,35127.0
2010-01-14 18:00:00,38433.0
2010-01-14 19:00:00,39218.0
2010-01-14 20:00:00,38944.0
2010-01-14 21:00:00,38265.0
2010-01-14 22:00:00,36659.0
2010-01-14 23:00:00,34255.0
2010-01-15 00:00:00,31923.0
2010-01-15 01:00:00,30437.0
2010-01-15 02:00:00,29790.0
2010-01-15 03:00:00,29509.0
2010-01-15 04:00:00,29508.0
2010-01-15 05:00:00,30311.0
2010-01-15 06:00:00,32491.0
2010-01-15 07:00:00,36302.0
2010-01-15 08:00:00,38211.0
2010-01-15 09:00:00,37856.0
2010-01-15 10:00:00,37258.0
2010-01-15 11:00:00,36692.0
2010-01-15 12:00:00,35766.0
2010-01-15 13:00:00,34738.0
2010-01-15 14:00:00,34251.0
2010-01-15 15:00:00,33567.0
2010-01-15 16:00:00,33324.0
2010-01-15 17:00:00,34260.0
2010-01-15 18:00:00,36745.0
2010-01-15 19:00:00,36828.0
2010-01-15 20:00:00,35972.0
2010-01-15 21:00:00,35022.0
2010-01-15 22:00:00,33590.0
2010-01-15 23:00:00,31694.0
2010-01-16 00:00:00,29526.0
2010-01-16 01:00:00,27982.0
2010-01-16 02:00:00,27019.0
2010-01-16 03:00:00,26537.0
2010-01-16 04:00:00,26456.0
2010-01-16 05:00:00,26787.0
2010-01-16 06:00:00,27690.0
2010-01-16 07:00:00,29170.0
2010-01-16 08:00:00,30570.0
2010-01-16 09:00:00,31930.0
2010-01-16 10:00:00,32621.0
2010-01-16 11:00:00,32608.0
2010-01-16 12:00:00,32068.0
2010-01-16 13:00:00,31296.0
2010-01-16 14:00:00,30306.0
2010-01-16 15:00:00,29681.0
2010-01-16 16:00:00,29601.0
2010-01-16 17:00:00,30553.0
2010-01-16 18:00:00,33398.0
2010-01-16 19:00:00,33987.0
2010-01-16 20:00:00,33632.0
2010-01-16 21:00:00,33082.0
2010-01-16 22:00:00,32073.0
2010-01-16 23:00:00,30683.0
2010-01-17 00:00:00,29077.0
2010-01-17 01:00:00,27677.0
2010-01-17 02:00:00,26786.0
2010-01-17 03:00:00,26254.0
2010-01-17 04:00:00,25974.0
2010-01-17 05:00:00,26128.0
2010-01-17 06:00:00,26556.0
2010-01-17 07:00:00,27482.0
2010-01-17 08:00:00,28680.0
2010-01-17 09:00:00,30034.0
2010-01-17 10:00:00,31498.0
2010-01-17 11:00:00,32492.0
2010-01-17 12:00:00,33131.0
2010-01-17 13:00:00,33541.0
2010-01-17 14:00:00,33502.0
2010-01-17 15:00:00,33349.0
2010-01-17 16:00:00,33213.0
2010-01-17 17:00:00,34084.0
2010-01-17 18:00:00,35635.0
2010-01-17 19:00:00,35578.0
2010-01-17 20:00:00,34745.0
2010-01-17 21:00:00,33980.0
2010-01-17 22:00:00,32687.0
2010-01-17 23:00:00,31001.0
2010-01-18 00:00:00,29283.0
2010-01-18 01:00:00,27698.0
2010-01-18 02:00:00,26833.0
2010-01-18 03:00:00,26473.0
2010-01-18 04:00:00,26417.0
2010-01-18 05:00:00,27028.0
2010-01-18 06:00:00,28610.0
2010-01-18 07:00:00,30972.0
2010-01-18 08:00:00,32746.0
2010-01-18 09:00:00,33682.0
2010-01-18 10:00:00,34379.0
2010-01-18 11:00:00,34454.0
2010-01-18 12:00:00,34102.0
2010-01-18 13:00:00,33483.0
2010-01-18 14:00:00,32884.0
2010-01-18 15:00:00,32252.0
2010-01-18 16:00:00,31909.0
2010-01-18 17:00:00,32672.0
2010-01-18 18:00:00,35662.0
2010-01-18 19:00:00,36517.0
2010-01-18 20:00:00,36188.0
2010-01-18 21:00:00,35372.0
2010-01-18 22:00:00,33830.0
2010-01-18 23:00:00,31590.0
2010-01-19 00:00:00,29455.0
2010-01-19 01:00:00,27969.0
2010-01-19 02:00:00,27275.0
2010-01-19 03:00:00,27017.0
2010-01-19 04:00:00,27277.0
2010-01-19 05:00:00,28211.0
2010-01-19 06:00:00,30575.0
2010-01-19 07:00:00,34521.0
2010-01-19 08:00:00,36519.0
2010-01-19 09:00:00,36365.0
2010-01-19 10:00:00,35987.0
2010-01-19 11:00:00,35326.0
2010-01-19 12:00:00,34845.0
2010-01-19 13:00:00,34270.0
2010-01-19 14:00:00,33954.0
2010-01-19 15:00:00,33592.0
2010-01-19 16:00:00,33555.0
2010-01-19 17:00:00,34692.0
2010-01-19 18:00:00,37085.0
2010-01-19 19:00:00,37486.0
2010-01-19 20:00:00,36976.0
2010-01-19 21:00:00,36120.0
2010-01-19 22:00:00,34542.0
2010-01-19 23:00:00,32150.0
2010-01-20 00:00:00,29872.0
2010-01-20 01:00:00,28213.0
2010-01-20 02:00:00,27516.0
2010-01-20 03:00:00,27325.0
2010-01-20 04:00:00,27476.0
2010-01-20 05:00:00,28353.0
2010-01-20 06:00:00,30746.0
2010-01-20 07:00:00,34852.0
2010-01-20 08:00:00,36899.0
2010-01-20 09:00:00,36603.0
2010-01-20 10:00:00,36061.0
2010-01-20 11:00:00,35729.0
2010-01-20 12:00:00,35212.0
2010-01-20 13:00:00,34715.0
2010-01-20 14:00:00,34476.0
2010-01-20 15:00:00,34129.0
2010-01-20 16:00:00,34227.0
2010-01-20 17:00:00,35315.0
2010-01-20 18:00:00,38355.0
2010-01-20 19:00:00,39058.0
2010-01-20 20:00:00,38635.0
2010-01-20 21:00:00,37872.0
2010-01-20 22:00:00,36219.0
2010-01-20 23:00:00,33743.0
2010-01-21 00:00:00,31287.0
2010-01-21 01:00:00,29739.0
2010-01-21 02:00:00,29160.0
2010-01-21 03:00:00,28975.0
2010-01-21 04:00:00,29129.0
2010-01-21 05:00:00,30114.0
2010-01-21 06:00:00,32538.0
2010-01-21 07:00:00,36780.0
2010-01-21 08:00:00,38723.0
2010-01-21 09:00:00,38202.0
2010-01-21 10:00:00,37267.0
2010-01-21 11:00:00,36482.0
2010-01-21 12:00:00,35740.0
2010-01-21 13:00:00,34984.0
2010-01-21 14:00:00,34503.0
2010-01-21 15:00:00,33912.0
2010-01-21 16:00:00,33910.0
2010-01-21 17:00:00,35103.0
2010-01-21 18:00:00,38299.0
2010-01-21 19:00:00,38949.0
2010-01-21 20:00:00,38395.0
2010-01-21 21:00:00,37708.0
2010-01-21 22:00:00,35984.0
2010-01-21 23:00:00,33523.0
2010-01-22 00:00:00,31216.0
2010-01-22 01:00:00,29561.0
2010-01-22 02:00:00,28581.0
2010-01-22 03:00:00,28230.0
2010-01-22 04:00:00,28210.0
2010-01-22 05:00:00,28966.0
2010-01-22 06:00:00,31056.0
2010-01-22 07:00:00,34791.0
2010-01-22 08:00:00,36945.0
2010-01-22 09:00:00,36983.0
2010-01-22 10:00:00,36896.0
2010-01-22 11:00:00,36696.0
2010-01-22 12:00:00,36349.0
2010-01-22 13:00:00,35787.0
2010-01-22 14:00:00,35264.0
2010-01-22 15:00:00,34654.0
2010-01-22 16:00:00,34327.0
2010-01-22 17:00:00,34923.0
2010-01-22 18:00:00,37289.0
2010-01-22 19:00:00,37906.0
2010-01-22 20:00:00,37177.0
2010-01-22 21:00:00,36420.0
2010-01-22 22:00:00,35175.0
2010-01-22 23:00:00,33302.0
2010-01-23 00:00:00,31143.0
2010-01-23 01:00:00,29633.0
2010-01-23 02:00:00,28789.0
2010-01-23 03:00:00,28424.0
2010-01-23 04:00:00,28492.0
2010-01-23 05:00:00,28873.0
2010-01-23 06:00:00,29785.0
2010-01-23 07:00:00,31359.0
2010-01-23 08:00:00,32658.0
2010-01-23 09:00:00,33692.0
2010-01-23 10:00:00,34036.0
2010-01-23 11:00:00,33865.0
2010-01-23 12:00:00,33181.0
2010-01-23 13:00:00,32272.0
2010-01-23 14:00:00,31231.0
2010-01-23 15:00:00,30585.0
2010-01-23 16:00:00,30315.0
2010-01-23 17:00:00,31232.0
2010-01-23 18:00:00,34144.0
2010-01-23 19:00:00,35274.0
2010-01-23 20:00:00,35053.0
2010-01-23 21:00:00,34620.0
2010-01-23 22:00:00,33587.0
2010-01-23 23:00:00,32156.0
2010-01-24 00:00:00,30451.0
2010-01-24 01:00:00,29040.0
2010-01-24 02:00:00,28087.0
2010-01-24 03:00:00,27551.0
2010-01-24 04:00:00,27346.0
2010-01-24 05:00:00,27416.0
2010-01-24 06:00:00,27923.0
2010-01-24 07:00:00,28835.0
2010-01-24 08:00:00,29716.0
2010-01-24 09:00:00,31021.0
2010-01-24 10:00:00,32189.0
2010-01-24 11:00:00,32859.0
2010-01-24 12:00:00,33140.0
2010-01-24 13:00:00,33210.0
2010-01-24 14:00:00,32965.0
2010-01-24 15:00:00,32750.0
2010-01-24 16:00:00,32722.0
2010-01-24 17:00:00,33521.0
2010-01-24 18:00:00,35257.0
2010-01-24 19:00:00,35461.0
2010-01-24 20:00:00,34603.0
2010-01-24 21:00:00,33604.0
2010-01-24 22:00:00,31956.0
2010-01-24 23:00:00,29934.0
2010-01-25 00:00:00,27606.0
2010-01-25 01:00:00,25759.0
2010-01-25 02:00:00,24779.0
2010-01-25 03:00:00,24312.0
2010-01-25 04:00:00,24228.0
2010-01-25 05:00:00,24812.0
2010-01-25 06:00:00,26812.0
2010-01-25 07:00:00,30400.0
2010-01-25 08:00:00,32684.0
2010-01-25 09:00:00,32967.0
2010-01-25 10:00:00,33277.0
2010-01-25 11:00:00,33844.0
2010-01-25 12:00:00,33838.0
2010-01-25 13:00:00,33606.0
2010-01-25 14:00:00,33224.0
2010-01-25 15:00:00,32586.0
2010-01-25 16:00:00,32261.0
2010-01-25 17:00:00,32741.0
2010-01-25 18:00:00,34995.0
2010-01-25 19:00:00,35695.0
2010-01-25 20:00:00,35159.0
2010-01-25 21:00:00,34301.0
2010-01-25 22:00:00,32604.0
2010-01-25 23:00:00,30246.0
2010-01-26 00:00:00,27899.0
2010-01-26 01:00:00,26198.0
2010-01-26 02:00:00,25312.0
2010-01-26 03:00:00,25066.0
2010-01-26 04:00:00,25187.0
2010-01-26 05:00:00,26157.0
2010-01-26 06:00:00,28602.0
2010-01-26 07:00:00,32812.0
2010-01-26 08:00:00,34887.0
2010-01-26 09:00:00,34733.0
2010-01-26 10:00:00,34599.0
2010-01-26 11:00:00,34677.0
2010-01-26 12:00:00,34719.0
2010-01-26 13:00:00,34721.0
2010-01-26 14:00:00,34623.0
2010-01-26 15:00:00,34279.0
2010-01-26 16:00:00,34347.0
2010-01-26 17:00:00,35340.0
2010-01-26 18:00:00,37937.0
2010-01-26 19:00:00,38649.0
2010-01-26 20:00:00,38332.0
2010-01-26 21:00:00,37494.0
2010-01-26 22:00:00,35929.0
2010-01-26 23:00:00,33488.0
2010-01-27 00:00:00,31174.0
2010-01-27 01:00:00,29546.0
2010-01-27 02:00:00,28790.0
2010-01-27 03:00:00,28512.0
2010-01-27 04:00:00,28656.0
2010-01-27 05:00:00,29662.0
2010-01-27 06:00:00,31975.0
2010-01-27 07:00:00,36073.0
2010-01-27 08:00:00,37904.0
2010-01-27 09:00:00,37415.0
2010-01-27 10:00:00,36783.0
2010-01-27 11:00:00,36429.0
2010-01-27 12:00:00,36006.0
2010-01-27 13:00:00,35638.0
2010-01-27 14:00:00,35258.0
2010-01-27 15:00:00,34722.0
2010-01-27 16:00:00,34653.0
2010-01-27 17:00:00,35492.0
2010-01-27 18:00:00,38247.0
2010-01-27 19:00:00,39409.0
2010-01-27 20:00:00,39008.0
2010-01-27 21:00:00,38293.0
2010-01-27 22:00:00,36610.0
2010-01-27 23:00:00,34203.0
2010-01-28 00:00:00,31875.0
2010-01-28 01:00:00,30275.0
2010-01-28 02:00:00,29463.0
2010-01-28 03:00:00,29148.0
2010-01-28 04:00:00,29166.0
2010-01-28 05:00:00,29756.0
2010-01-28 06:00:00,31916.0
2010-01-28 07:00:00,35747.0
2010-01-28 08:00:00,37784.0
2010-01-28 09:00:00,37506.0
2010-01-28 10:00:00,37327.0
2010-01-28 11:00:00,37076.0
2010-01-28 12:00:00,36483.0
2010-01-28 13:00:00,35563.0
2010-01-28 14:00:00,34995.0
2010-01-28 15:00:00,34627.0
2010-01-28 16:00:00,34551.0
2010-01-28 17:00:00,35500.0
2010-01-28 18:00:00,38454.0
2010-01-28 19:00:00,40014.0
2010-01-28 20:00:00,40068.0
2010-01-28 21:00:00,39828.0
2010-01-28 22:00:00,38606.0
2010-01-28 23:00:00,36474.0
2010-01-29 00:00:00,34485.0
2010-01-29 01:00:00,33110.0
2010-01-29 02:00:00,32589.0
2010-01-29 03:00:00,32526.0
2010-01-29 04:00:00,32806.0
2010-01-29 05:00:00,33752.0
2010-01-29 06:00:00,36098.0
2010-01-29 07:00:00,40160.0
2010-01-29 08:00:00,42020.0
2010-01-29 09:00:00,41877.0
2010-01-29 10:00:00,41834.0
2010-01-29 11:00:00,41798.0
2010-01-29 12:00:00,41489.0
2010-01-29 13:00:00,40788.0
2010-01-29 14:00:00,40131.0
2010-01-29 15:00:00,39463.0
2010-01-29 16:00:00,39468.0
2010-01-29 17:00:00,40461.0
2010-01-29 18:00:00,42832.0
2010-01-29 19:00:00,43334.0
2010-01-29 20:00:00,42494.0
2010-01-29 21:00:00,41631.0
2010-01-29 22:00:00,40214.0
2010-01-29 23:00:00,38083.0
2010-01-30 00:00:00,36097.0
2010-01-30 01:00:00,34464.0
2010-01-30 02:00:00,33536.0
2010-01-30 03:00:00,33092.0
2010-01-30 04:00:00,32985.0
2010-01-30 05:00:00,33160.0
2010-01-30 06:00:00,33948.0
2010-01-30 07:00:00,35333.0
2010-01-30 08:00:00,36783.0
2010-01-30 09:00:00,38485.0
2010-01-30 10:00:00,39901.0
2010-01-30 11:00:00,40671.0
2010-01-30 12:00:00,40867.0
2010-01-30 13:00:00,40628.0
2010-01-30 14:00:00,40328.0
2010-01-30 15:00:00,39968.0
2010-01-30 16:00:00,39930.0
2010-01-30 17:00:00,40610.0
2010-01-30 18:00:00,42524.0
2010-01-30 19:00:00,43189.0
2010-01-30 20:00:00,42471.0
2010-01-30 21:00:00,41501.0
2010-01-30 22:00:00,40003.0
2010-01-30 23:00:00,38160.0
2010-01-31 00:00:00,36142.0
2010-01-31 01:00:00,34618.0
2010-01-31 02:00:00,33648.0
2010-01-31 03:00:00,33224.0
2010-01-31 04:00:00,33128.0
2010-01-31 05:00:00,33480.0
2010-01-31 06:00:00,34294.0
2010-01-31 07:00:00,35497.0
2010-01-31 08:00:00,36426.0
2010-01-31 09:00:00,37224.0
2010-01-31 10:00:00,37340.0
2010-01-31 11:00:00,37059.0
2010-01-31 12:00:00,36583.0
2010-01-31 13:00:00,35935.0
2010-01-31 14:00:00,35057.0
2010-01-31 15:00:00,34378.0
2010-01-31 16:00:00,34163.0
2010-01-31 17:00:00,35047.0
2010-01-31 18:00:00,38163.0
2010-01-31 19:00:00,40066.0
2010-01-31 20:00:00,40072.0
2010-01-31 21:00:00,39521.0
2010-01-31 22:00:00,38228.0
2010-01-31 23:00:00,36236.0
2010-02-01 00:00:00,34271.0
2010-02-01 01:00:00,32815.0
2010-02-01 02:00:00,32193.0
2010-02-01 03:00:00,32079.0
2010-02-01 04:00:00,32314.0
2010-02-01 05:00:00,33249.0
2010-02-01 06:00:00,35663.0
2010-02-01 07:00:00,39626.0
2010-02-01 08:00:00,41292.0
2010-02-01 09:00:00,40670.0
2010-02-01 10:00:00,39704.0
2010-02-01 11:00:00,39067.0
2010-02-01 12:00:00,38303.0
2010-02-01 13:00:00,37665.0
2010-02-01 14:00:00,37074.0
2010-02-01 15:00:00,36422.0
2010-02-01 16:00:00,36349.0
2010-02-01 17:00:00,37251.0
2010-02-01 18:00:00,40013.0
2010-02-01 19:00:00,41416.0
2010-02-01 20:00:00,41098.0
2010-02-01 21:00:00,40279.0
2010-02-01 22:00:00,38413.0
2010-02-01 23:00:00,35940.0
2010-02-02 00:00:00,33593.0
2010-02-02 01:00:00,32043.0
2010-02-02 02:00:00,31444.0
2010-02-02 03:00:00,31306.0
2010-02-02 04:00:00,31523.0
2010-02-02 05:00:00,32517.0
2010-02-02 06:00:00,34882.0
2010-02-02 07:00:00,38826.0
